397,2026
398,5835
399,4629
400,14221
401,8978
402,12284
403,6936
404,1594
405,2692
406,1318
407,881
408,5187
409,5399
410,5232
411,4879
412,5752
413,5450
414,3822
415,5050
416,6916
417,1697
418,6840
419,1475
420,2543
421,2289
422,8602
423,6730
424,5595
425,13868
426,8361
427,14317
428,9876
429,2385
430,3803
431,2233
432,3518
433,2230
434,3968
435,2412
436,3630
437,5565
438,1950
439,10285
440,2376
441,4977
442,2349
443,492
444,6491
445,3326
446,1786
447,4856
448,7043
449,1948
450,2222
451,1383
452,2666
453,2101
454,1667
455,16871
456,4331
457,1183
458,5751
459,3895
460,3354
461,4545
462,3066
463,2018
464,5385
465,4038
466,2854
467,4075
468,5434
469,12344
470,1970
471,24824
472,12130
473,3606
474,4502
475,1743
476,19072
477,6586
478,11038
479,2507
480,2641
481,6238
482,1597
483,1833
484,2987
485,19418
486,12803
487,11374
488,4157
489,3318
490,504
491,2362
492,3445
493,10658
494,5064
495,3927
496,1978
497,4221
498,5561
499,3317
500,7755
501,1501
502,11028
503,2201
504,1618
505,34305
506,3301
507,6212
508,1768
509,12121
510,1121
511,4647
512,13416
513,9704
514,3929
515,6135
516,3423
517,1415
518,13438
519,5778
520,3872
521,3900
522,3717
523,2470
524,4341
525,5036
526,891
527,7121
528,6678
529,7312
530,2294
531,737
532,9722
533,13274
534,727
535,2342
536,3669
537,5864
538,6760
539,3457
540,25589
541,5737
542,5510
543,5125
544,2411
545,3214
546,3908
547,5163
548,1424
549,6849
550,3410
551,2022
552,2897
553,10071
554,4112
555,9653
556,6170
557,567
558,4206
559,4545
560,2528
561,4526
562,2059
563,4053
564,7732
565,3567
566,7007
567,6768
568,2283
569,3571
570,9163
571,2944
572,7554
573,3703
574,1382
575,5217
576,4111
577,7117
578,12399
579,3642
580,2128
581,2458
582,6092
583,6179
584,2850
585,3871
586,5874
587,3330
588,18098
589,5548
590,4618
591,8233
592,944
593,1557
594,1438
595,2816
596,4432
597,1853
598,3279
599,3015
600,3211
601,1146
602,2314
603,4028
604,7321
605,10102
606,6734
607,1484
608,2050
609,5276
610,13931
611,2613
612,3102
613,1253
614,11193
615,4244
616,4721
617,908
618,8278
619,4136
620,3676
621,11970
622,17682
623,28399
624,3581
625,4687
626,1484
627,6420
628,3819
629,6024
630,3264
631,1385
632,16084
633,2646
634,12771
635,1429
636,6823
637,10118
638,5587
639,4582
640,2738
641,9320
642,2424
643,8287
644,10633
645,6954
646,7764
647,4135
648,8795
649,2110
650,3245
651,3785
652,2124
653,2945
654,4526
655,34240
656,9080
657,5217
658,2365
659,6064
660,11736
661,9722
662,6546
663,3695
664,5013
665,4309
666,2915
667,16139
668,3489
669,5369
670,3578
671,1663
672,7272
673,1384
674,4341
675,2360
676,19156
677,3853
678,18523
679,2237
680,3898
681,2206
682,4658
683,1609
684,4667
685,3447
686,5725
687,3870
688,1183
689,6750
690,2273
691,2951
692,6759
693,3133
694,5104
695,2713
696,1151
697,2814
698,3965
699,5562
700,15175
701,4808
702,3441
703,5083
704,3472
705,3527
706,5367
707,1665
708,4875
709,12367
710,7170
711,3241
712,2506
713,2667
714,80
715,2329
716,4174
717,12052
718,4542
719,1880
720,2872
721,2124
722,14107
723,6260
724,8191
725,4173
726,9614
727,4515
728,11212
729,6901
730,2796
731,6414
732,1470
733,3524
734,2317
735,3970
736,3476
737,2594
738,1666
739,7919
740,4187
741,11263
742,7675
743,7102
744,2362
745,3640
746,2314
747,4493
748,4486
749,5394
750,6864
751,3166
752,3186
753,2518
754,3823
755,5649
756,4452
757,13749
758,21909
759,2714
760,4192
761,12239
762,5509
763,3809
764,976
765,4512
766,6705
767,5468
768,3608
769,2089
770,4463
771,2985
772,1885
773,7152
774,3451
775,21563
776,2731
777,2070
778,9192
779,6864
780,8250
781,7968
782,6185
783,5180
784,2003
785,10208
786,2373
787,6034
788,5190
789,2707
790,1420
791,2159
792,3286
793,7983
794,2047
795,1475
796,2180
797,1956
798,3244
799,1615
800,27332
801,4380
802,11688
803,847
804,1517
805,5312
806,1020
807,3011
808,3103
809,3490
810,3054
811,6802
812,3754
813,3213
814,2245
815,8624
816,2573
817,1525
818,6320
819,1423
820,5051
821,10972
822,2189
823,6586
824,1830
825,8711
826,3866
827,7566
828,1207
829,4615
830,1977
831,1899
832,4376
833,3571
834,5159
835,1948
836,8705
837,2264
838,4199
839,11973
840,13127
841,3186
842,7532
843,6550
844,2269
845,3889
846,2191
847,1346
848,3174
849,11284
850,2513
851,1299
852,3926
853,6216
854,4894
855,2481
856,1941
857,2794
858,6043
859,5368
860,4765
861,1239
862,3002
863,4904
864,7525
865,12751
866,1366
867,15709
868,2645
869,11890
870,4943
871,4167
872,4181
873,3888
874,4319
875,14539
876,3096
877,2137
878,1908
879,1974
880,4159
881,5820
882,7896
883,729
884,2219
885,5120
886,11836
887,3979
888,1929
889,6418
890,1775
891,2426
892,1909
893,6550
894,20797
895,1852
896,4029
897,8233
898,8738
899,8049
900,4251
901,11122
902,8527
903,7089
904,1998
905,7336
906,2872
907,8927
908,3196
909,2751
910,2210
911,2926
912,11033
913,13429
914,2602
915,4062
916,8287
917,5263
918,4017
919,6035
920,3135
921,4042
922,4858
923,2969
924,2018
925,1666
926,3404
927,4142
928,4131
929,2053
930,1383
931,4785
932,5135
933,11577
934,2972
935,4623
936,3828
937,6540
938,988
939,896
940,465
941,16728
942,6299
943,3022
944,3269
945,7846
946,5449
947,1449
948,3050
949,15766
950,4472
951,5184
952,3700
953,2355
954,11029
955,2977
956,715
957,5826
958,4060
959,2490
960,4221
961,14793
962,8919
963,11390
964,2077
965,6316
966,8045
967,3744
968,2501
969,16667
970,3086
971,3167
972,1696
973,10566
974,5210
975,2688
976,2462
977,6967
978,4731
979,5969
980,850
981,6863
982,3855
983,2679
984,7745
985,15514
986,2205
987,5185
988,17041
989,3852
990,6480
991,2083
992,7734
993,7830
994,5096
995,1342
996,4089
997,6315
998,9389
